;Codigo de numero;Codigo de via;Clase de la via;Nombre de la v�a;Literal de numeracion;Codigo de distrito;Nombre del distrito;Nombre del barrio;Codigo postal;Direccion completa para el numero;Coordenada X (Guia Urbana) cm;Coordenada Y (Guia Urbana) cm;Longitud en S R  ETRS89 WGS84;Latitud en S R  ETRS89 WGS84;Situacion de la via respecto al terreno
118233;31031355;31001349;AUTOVIA                 ;M-30                                            ;KM.001600EX;11;CARABANCHEL         ;SAN ISIDRO          ;28019;AUTOV M-30, 001600 EX                                          ;43914973;447255172;3�43'6.08'' W   ;40�23'58.11'' N ;Nivel      
118223;31052953;31001349;AUTOVIA                 ;M-30                                            ;KM.001170EX;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-30, 001170 EX                                          ;44229944;447103340;3�40'52.0'' W   ;40�23'9.65'' N  ;Nivel      
118231;31031353;31001349;AUTOVIA                 ;M-30                                            ;KM.001500EX;11;CARABANCHEL         ;COMILLAS            ;28019;AUTOV M-30, 001500 EX                                          ;43993127;447215570;3�42'32.81'' W  ;40�23'45.47'' N ;Nivel      
118213;31031342;31001349;AUTOVIA                 ;M-30                                            ;KM.000700EX;15;CIUDAD LINEAL       ;VENTAS              ;28017;AUTOV M-30, 000700 EX                                          ;44419212;447520868;3�39'33.04'' W  ;40�25'25.55'' N ;Nivel      
118212;31031623;31001349;AUTOVIA                 ;M-30                                            ;KM.000600IN;4;SALAMANCA           ;GUINDALERA          ;28028;AUTOV M-30, 000600 IN                                          ;44405833;447620296;3�39'39.04'' W  ;40�25'57.75'' N ;Nivel      
118211;31031341;31001349;AUTOVIA                 ;M-30                                            ;KM.000600EX;15;CIUDAD LINEAL       ;CONCEPCION          ;28027;AUTOV M-30, 000600 EX                                          ;44411740;447619224;3�39'36.53'' W  ;40�25'57.41'' N ;Nivel      
118210;31031622;31001349;AUTOVIA                 ;M-30                                            ;KM.000500IN;4;SALAMANCA           ;GUINDALERA          ;28028;AUTOV M-30, 000500 IN                                          ;44415551;447717708;3�39'35.19'' W  ;40�26'29.36'' N ;Nivel      
118208;31031621;31001349;AUTOVIA                 ;M-30                                            ;KM.000400IN;5;CHAMARTIN           ;PROSPERIDAD         ;28002;AUTOV M-30, 000400 IN                                          ;44387829;447811526;3�39'47.29'' W  ;40�26'59.72'' N ;Nivel      
118207;31031339;31001349;AUTOVIA                 ;M-30                                            ;KM.000400EX;15;CIUDAD LINEAL       ;SAN JUAN BAUTISTA   ;28043;AUTOV M-30, 000400 EX                                          ;44396278;447812812;3�39'43.68'' W  ;40�27'0.16'' N  ;Nivel      
118214;31031624;31001349;AUTOVIA                 ;M-30                                            ;KM.000700IN;4;SALAMANCA           ;FUENTE DEL BERRO    ;28028;AUTOV M-30, 000700 IN                                          ;44412990;447520211;3�39'35.67'' W  ;40�25'25.31'' N ;Nivel      
118206;31031620;31001349;AUTOVIA                 ;M-30                                            ;KM.000300IN;5;CHAMARTIN           ;HISPANOAMERICA      ;28016;AUTOV M-30, 000300 IN                                          ;44372167;447910021;3�39'54.23'' W  ;40�27'31.62'' N ;Nivel      
118204;31031619;31001349;AUTOVIA                 ;M-30                                            ;KM.000200IN;5;CHAMARTIN           ;CASTILLA            ;28016;AUTOV M-30, 000200 IN                                          ;44337969;448001285;3�40'9.04'' W   ;40�28'1.15'' N  ;Nivel      
118203;31031337;31001349;AUTOVIA                 ;M-30                                            ;KM.000200EX;15;CIUDAD LINEAL       ;COSTILLARES         ;28033;AUTOV M-30, 000200 EX                                          ;44345511;448004407;3�40'5.86'' W   ;40�28'2.17'' N  ;Nivel      
118202;31031618;31001349;AUTOVIA                 ;M-30                                            ;KM.000100IN;5;CHAMARTIN           ;CASTILLA            ;28036;AUTOV M-30, 000100 IN                                          ;44293621;448090945;3�40'28.18'' W  ;40�28'30.09'' N ;Nivel      
118201;31031336;31001349;AUTOVIA                 ;M-30                                            ;KM.000100EX;15;CIUDAD LINEAL       ;COSTILLARES         ;28033;AUTOV M-30, 000100 EX                                          ;44301156;448092514;3�40'24.96'' W  ;40�28'30.63'' N ;Nivel      
118200;31031831;31001349;AUTOVIA                 ;M-30                                            ;KM.000000IN;15;CIUDAD LINEAL       ;COSTILLARES         ;28033;AUTOV M-30, 000000 IN                                          ;44306561;448186871;3�40'22.97'' W  ;40�29'1.26'' N  ;Nivel      
118199;31031830;31001349;AUTOVIA                 ;M-30                                            ;KM.000000EX;15;CIUDAD LINEAL       ;COSTILLARES         ;28033;AUTOV M-30, 000000 EX                                          ;44307895;448186343;3�40'22.42'' W  ;40�29'1.07'' N  ;Nivel      
118205;31031338;31001349;AUTOVIA                 ;M-30                                            ;KM.000300EX;15;CIUDAD LINEAL       ;COLINA              ;28043;AUTOV M-30, 000300 EX                                          ;44382445;447912568;3�39'49.86'' W  ;40�27'32.49'' N ;Nivel      
118215;31031343;31001349;AUTOVIA                 ;M-30                                            ;KM.000800EX;14;MORATALAZ           ;MEDIA LEGUA         ;28030;AUTOV M-30, 000800 EX                                          ;44412003;447422862;3�39'35.78'' W  ;40�24'53.75'' N ;Nivel      
118209;31031340;31001349;AUTOVIA                 ;M-30                                            ;KM.000500EX;15;CIUDAD LINEAL       ;SAN PASCUAL         ;28027;AUTOV M-30, 000500 EX                                          ;44424422;447718586;3�39'31.46'' W  ;40�26'29.68'' N ;Nivel      
118217;31031344;31001349;AUTOVIA                 ;M-30                                            ;KM.000900EX;14;MORATALAZ           ;FONTARRON           ;28030;AUTOV M-30, 000900 EX                                          ;44373395;447331506;3�39'51.87'' W  ;40�24'24.01'' N ;Nivel      
118230;31031631;31001349;AUTOVIA                 ;M-30                                            ;KM.001400IN;2;ARGANZUELA          ;CHOPERA             ;28045;AUTOV M-30, 001400 IN                                          ;44064713;447175964;3�42'2.31'' W   ;40�23'32.81'' N ;Nivel      
118216;31031625;31001349;AUTOVIA                 ;M-30                                            ;KM.000800IN;3;RETIRO              ;ESTRELLA            ;28007;AUTOV M-30, 000800 IN                                          ;44405099;447426221;3�39'38.72'' W  ;40�24'54.8'' N  ;Nivel      
118228;31031630;31001349;AUTOVIA                 ;M-30                                            ;KM.001300IN;2;ARGANZUELA          ;LEGAZPI             ;28045;AUTOV M-30, 001300 IN                                          ;44124834;447101588;3�41'36.57'' W  ;40�23'8.84'' N  ;Nivel      
118227;31031351;31001349;AUTOVIA                 ;M-30                                            ;KM.001300EX;12;USERA               ;ALMENDRALES         ;28026;AUTOV M-30, 001300 EX                                          ;44118184;447094934;3�41'39.35'' W  ;40�23'6.65'' N  ;Nivel      
118226;31031629;31001349;AUTOVIA                 ;M-30                                            ;KM.001200IN;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-30, 001200 IN                                          ;44211699;447080593;3�40'59.65'' W  ;40�23'2.24'' N  ;Nivel      
118225;31031350;31001349;AUTOVIA                 ;M-30                                            ;KM.001200EX;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-30, 001200 EX                                          ;44215732;447078353;3�40'57.94'' W  ;40�23'1.54'' N  ;Nivel      
118224;31052954;31001349;AUTOVIA                 ;M-30                                            ;KM.001180EX;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-30, 001180 EX                                          ;44228456;447093542;3�40'52.56'' W  ;40�23'6.47'' N  ;Nivel      
118229;31031352;31001349;AUTOVIA                 ;M-30                                            ;KM.001400EX;12;USERA               ;MOSCARDO            ;28026;AUTOV M-30, 001400 EX                                          ;44057275;447170827;3�42'5.43'' W   ;40�23'31.1'' N  ;Nivel      
118222;31031628;31001349;AUTOVIA                 ;M-30                                            ;KM.001100IN;2;ARGANZUELA          ;LEGAZPI             ;28045;AUTOV M-30, 001100 IN                                          ;44261496;447167705;3�40'38.81'' W  ;40�23'30.62'' N ;Nivel      
118221;31031349;31001349;AUTOVIA                 ;M-30                                            ;KM.001100EX;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-30, 001100 EX                                          ;44264389;447164546;3�40'37.57'' W  ;40�23'29.59'' N ;Nivel      
118220;31031627;31001349;AUTOVIA                 ;M-30                                            ;KM.001000IN;3;RETIRO              ;ADELFAS             ;28038;AUTOV M-30, 001000 IN                                          ;44330145;447241382;3�40'9.95'' W   ;40�23'54.69'' N ;Nivel      
118219;31031347;31001349;AUTOVIA                 ;M-30                                            ;KM.001000EX;13;PUENTE DE VALLECAS  ;NUMANCIA            ;28038;AUTOV M-30, 001000 EX                                          ;44333431;447239289;3�40'8.54'' W   ;40�23'54.01'' N ;Nivel      
118218;31031626;31001349;AUTOVIA                 ;M-30                                            ;KM.000900IN;3;RETIRO              ;ESTRELLA            ;28007;AUTOV M-30, 000900 IN                                          ;44362884;447334387;3�39'56.33'' W  ;40�24'24.93'' N ;Nivel      
164084;31040794;31001359;AUTOPISTA               ;R-2                                             ;KM.000030IN;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUPTA R-2, 000030 IN                                           ;44557912;448339553;3�38'36.71'' W  ;40�29'51.39'' N ;Nivel      
118485;31044479;31001397;AUTOVIA                 ;M-50                                            ;KM.003400EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-50, 003400 EX                                          ;45019370;446645740;3�35'15.87'' W  ;40�20'43.08'' N ;Nivel      
118486;31044490;31001397;AUTOVIA                 ;M-50                                            ;KM.003400IN;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-50, 003400 IN                                          ;45017399;446650047;3�35'16.73'' W  ;40�20'44.47'' N ;Nivel      
118483;31063809;31001397;AUTOVIA                 ;M-50                                            ;KM.002900IN;19;VICALVARO           ;CASCO H.VICALVARO   ;28052;AUTOV M-50, 002900 IN                                          ;45328527;446989653;3�33'5.76'' W   ;40�22'35.26'' N ;Nivel      
118484;31063810;31001397;AUTOVIA                 ;M-50                                            ;KM.003000IN;19;VICALVARO           ;CASCO H.VICALVARO   ;28051;AUTOV M-50, 003000 IN                                          ;45284787;446905340;3�33'24.07'' W  ;40�22'7.83'' N  ;Nivel      
118195;31052056;31001578;AUTOVIA                 ;M-21                                            ;KM.000400EN;20;SAN BLAS-CANILLEJAS ;REJAS               ;28022;AUTOV M-21, 000400 EN                                          ;45298961;447703688;3�33'20.18'' W  ;40�26'26.79'' N ;Nivel      
118194;31051097;31001578;AUTOVIA                 ;M-21                                            ;KM.000390EN;20;SAN BLAS-CANILLEJAS ;REJAS               ;28022;AUTOV M-21, 000390 EN                                          ;45290911;447699102;3�33'23.6'' W   ;40�26'25.29'' N ;Nivel      
118192;31047920;31001578;AUTOVIA                 ;M-21                                            ;KM.000210SA;20;SAN BLAS-CANILLEJAS ;REJAS               ;28022;AUTOV M-21, 000210 SA                                          ;45114187;447701538;3�34'38.61'' W  ;40�26'25.7'' N  ;Nivel      
118191;31055838;31001578;AUTOVIA                 ;M-21                                            ;KM.000150SA;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-21, 000150 SA                                          ;45056326;447707156;3�35'3.2'' W    ;40�26'27.39'' N ;Nivel      
118193;31048654;31001578;AUTOVIA                 ;M-21                                            ;KM.000350SA;20;SAN BLAS-CANILLEJAS ;REJAS               ;28022;AUTOV M-21, 000350 SA                                          ;45262678;447690466;3�33'35.55'' W  ;40�26'22.44'' N ;Nivel      
118196;31051384;31001578;AUTOVIA                 ;M-21                                            ;KM.000410EN;20;SAN BLAS-CANILLEJAS ;REJAS               ;28022;AUTOV M-21, 000410 EN                                          ;45307156;447708377;3�33'16.71'' W  ;40�26'28.33'' N ;Nivel      
118197;31052057;31001578;AUTOVIA                 ;M-21                                            ;KM.000420EN;20;SAN BLAS-CANILLEJAS ;REJAS               ;28022;AUTOV M-21, 000420 EN                                          ;45315809;447713140;3�33'13.07'' W  ;40�26'29.88'' N ;Nivel      
118171;31055753;31001603;AUTOVIA                 ;M-13                                            ;KM.000140IN;21;BARAJAS             ;TIMON               ;28042;AUTOV M-13, 000140 IN                                          ;45021340;448130689;3�35'19.26'' W  ;40�28'44.69'' N ;Nivel      
118174;31050506;31001603;AUTOVIA                 ;M-13                                            ;KM.000300IN;21;BARAJAS             ;AEROPUERTO          ;28042;AUTOV M-13, 000300 IN                                          ;45134721;448035663;3�34'30.83'' W  ;40�28'14.12'' N ;Nivel      
118173;31050507;31001603;AUTOVIA                 ;M-13                                            ;KM.000300EX;21;BARAJAS             ;AEROPUERTO          ;28042;AUTOV M-13, 000300 EX                                          ;45139377;448035140;3�34'28.84'' W  ;40�28'13.94'' N ;Nivel      
118172;31055752;31001603;AUTOVIA                 ;M-13                                            ;KM.000170IN;21;BARAJAS             ;TIMON               ;28042;AUTOV M-13, 000170 IN                                          ;45062811;448136075;3�35'1.65'' W   ;40�28'46.53'' N ;Nivel      
118170;31050455;31001603;AUTOVIA                 ;M-13                                            ;KM.000100IN;21;BARAJAS             ;TIMON               ;28042;AUTOV M-13, 000100 IN                                          ;45012705;448137313;3�35'22.93'' W  ;40�28'46.81'' N ;Nivel      
118169;31038513;31001603;AUTOVIA                 ;M-13                                            ;KM.000100EX;21;BARAJAS             ;AEROPUERTO          ;28042;AUTOV M-13, 000100 EX                                          ;45012828;448141465;3�35'22.9'' W   ;40�28'48.18'' N ;Nivel      
118198;31055994;31003081;AUTOVIA                 ;M-22                                            ;KM.000120EX;21;BARAJAS             ;AEROPUERTO          ;28042;AUTOV M-22, 000120 EX                                          ;45230380;447809798;3�33'49.58'' W  ;40�27'1.06'' N  ;Nivel      
