;Codigo de numero;Codigo de via;Clase de la via;Nombre de la v�a;Literal de numeracion;Codigo de distrito;Nombre del distrito;Nombre del barrio;Codigo postal;Direccion completa para el numero;Coordenada X (Guia Urbana) cm;Coordenada Y (Guia Urbana) cm;Longitud en S R  ETRS89 WGS84;Latitud en S R  ETRS89 WGS84;Situacion de la via respecto al terreno
118380;31031568;1894;AUTOVIA                 ;M-40                                            ;KM.003300IN;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV M-40, 003300 IN                                          ;43171976;446991003;3�48'20.23'' W  ;40�22'30.35'' N ;Nivel      
118381;31031428;1894;AUTOVIA                 ;M-40                                            ;KM.003400EX;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV M-40, 003400 EX                                          ;43111426;447066612;3�48'46.22'' W  ;40�22'54.69'' N ;Nivel      
118309;31031394;1894;AUTOVIA                 ;M-40                                            ;KM.000900EX;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-40, 000900 EX                                          ;44906146;447770362;3�36'7.1'' W    ;40�26'47.59'' N ;Nivel      
118324;31031542;1894;AUTOVIA                 ;M-40                                            ;KM.001400IN;14;MORATALAZ           ;HORCAJO             ;28030;AUTOV M-40, 001400 IN                                          ;44732999;447370373;3�37'19.43'' W  ;40�24'37.48'' N ;Nivel      
118353;31031407;1894;AUTOVIA                 ;M-40                                            ;KM.002100EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 002100 EX                                          ;44285355;446822640;3�40'27.56'' W  ;40�21'38.76'' N ;Nivel      
118326;31031543;1894;AUTOVIA                 ;M-40                                            ;KM.001500IN;14;MORATALAZ           ;PAVONES             ;28030;AUTOV M-40, 001500 IN                                          ;44693718;447265333;3�37'35.78'' W  ;40�24'3.3'' N   ;Nivel      
118327;31031402;1894;AUTOVIA                 ;M-40                                            ;KM.001600EX;13;PUENTE DE VALLECAS  ;PALOMERAS SURESTE   ;28031;AUTOV M-40, 001600 EX                                          ;44664839;447160408;3�37'47.73'' W  ;40�23'29.22'' N ;Nivel      
118308;31031536;1894;AUTOVIA                 ;M-40                                            ;KM.000800IN;16;HORTALEZA           ;PALOMAS             ;28042;AUTOV M-40, 000800 IN                                          ;44855017;447851815;3�36'29.07'' W  ;40�27'13.88'' N ;Nivel      
118307;31031393;1894;AUTOVIA                 ;M-40                                            ;KM.000800EX;21;BARAJAS             ;CORRALEJOS          ;28042;AUTOV M-40, 000800 EX                                          ;44856177;447854812;3�36'28.57'' W  ;40�27'14.85'' N ;Nivel      
118306;31031535;1894;AUTOVIA                 ;M-40                                            ;KM.000700IN;16;HORTALEZA           ;PIOVERA             ;28043;AUTOV M-40, 000700 IN                                          ;44769682;447901409;3�37'5.43'' W   ;40�27'29.77'' N ;Nivel      
118382;31031569;1894;AUTOVIA                 ;M-40                                            ;KM.003400IN;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV M-40, 003400 IN                                          ;43113523;447070032;3�48'45.34'' W  ;40�22'55.79'' N ;Nivel      
118386;31031571;1894;AUTOVIA                 ;M-40                                            ;KM.003600IN;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV M-40, 003600 IN                                          ;42963268;447180094;3�49'49.48'' W  ;40�23'31.05'' N ;Nivel      
118385;31031430;1894;AUTOVIA                 ;M-40                                            ;KM.003600EX;10;LATINA              ;CAMPAMENTO          ;28925;AUTOV M-40, 003600 EX                                          ;42957172;447176381;3�49'52.05'' W  ;40�23'29.83'' N ;Nivel      
118311;31055625;1894;AUTOVIA                 ;M-40                                            ;KM.000932IN;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-40, 000932 IN                                          ;44922477;447750496;3�36'0.12'' W   ;40�26'41.17'' N ;Nivel      
118383;31031429;1894;AUTOVIA                 ;M-40                                            ;KM.003500EX;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV M-40, 003500 EX                                          ;43014809;447094965;3�49'27.3'' W   ;40�23'3.61'' N  ;Nivel      
118312;31031395;1894;AUTOVIA                 ;M-40                                            ;KM.001000EX;20;SAN BLAS-CANILLEJAS ;ROSAS               ;28022;AUTOV M-40, 001000 EX                                          ;44981657;447686300;3�35'34.81'' W  ;40�26'20.48'' N ;Nivel      
118345;31066060;1894;AUTOVIA                 ;M-40                                            ;KM.001918EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001918 EX                                          ;44449004;446917260;3�39'18.49'' W  ;40�22'9.87'' N  ;Nivel      
118343;31066059;1894;AUTOVIA                 ;M-40                                            ;KM.001913EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001913 EX                                          ;44453562;446921136;3�39'16.56'' W  ;40�22'11.11'' N ;Nivel      
118392;31031574;1894;AUTOVIA                 ;M-40                                            ;KM.004700IN;9;MONCLOA-ARAVACA     ;VALDEMARIN          ;28023;AUTOV M-40, 004700 IN                                          ;43320535;448035396;3�47'21.17'' W  ;40�28'9.48'' N  ;Nivel      
118352;31031551;1894;AUTOVIA                 ;M-40                                            ;KM.002000IN;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV M-40, 002000 IN                                          ;44369264;446861934;3�39'52.11'' W  ;40�21'51.71'' N ;Nivel      
118351;31031406;1894;AUTOVIA                 ;M-40                                            ;KM.002000EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 002000 EX                                          ;44372152;446858251;3�39'50.87'' W  ;40�21'50.51'' N ;Nivel      
118350;31066055;1894;AUTOVIA                 ;M-40                                            ;KM.001937EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001937 EX                                          ;44431918;446896135;3�39'25.68'' W  ;40�22'2.95'' N  ;Nivel      
118349;31066054;1894;AUTOVIA                 ;M-40                                            ;KM.001935EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001935 EX                                          ;44431392;446901902;3�39'25.91'' W  ;40�22'4.83'' N  ;Nivel      
118348;31066056;1894;AUTOVIA                 ;M-40                                            ;KM.001932EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001932 EX                                          ;44439279;446891358;3�39'22.53'' W  ;40�22'1.44'' N  ;Nivel      
118391;31031613;1894;AUTOVIA                 ;M-40                                            ;KM.004700EX;9;MONCLOA-ARAVACA     ;VALDEMARIN          ;28023;AUTOV M-40, 004700 EX                                          ;43324252;448031154;3�47'19.59'' W  ;40�28'8.13'' N  ;Nivel      
118347;31066046;1894;AUTOVIA                 ;M-40                                            ;KM.001930EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001930 EX                                          ;44434312;446907098;3�39'24.69'' W  ;40�22'6.52'' N  ;Nivel      
118390;31055626;1894;AUTOVIA                 ;M-40                                            ;KM.004650IN;9;MONCLOA-ARAVACA     ;ARAVACA             ;28023;AUTOV M-40, 004650 IN                                          ;43254915;447979222;3�47'48.85'' W  ;40�27'51.06'' N ;Nivel      
118389;31061988;1894;AUTOVIA                 ;M-40                                            ;KM.004620EX;9;MONCLOA-ARAVACA     ;ARAVACA             ;28023;AUTOV M-40, 004620 EX                                          ;43235541;447964237;3�47'56.99'' W  ;40�27'46.17'' N ;Nivel      
118387;31031432;1894;AUTOVIA                 ;M-40                                            ;KM.004600EX;9;MONCLOA-ARAVACA     ;EL PLANTIO          ;28023;AUTOV M-40, 004600 EX                                          ;43216941;447956458;3�48'4.86'' W   ;40�27'43.59'' N ;Nivel      
118346;31065907;1894;AUTOVIA                 ;M-40                                            ;KM.001920EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001920 EX                                          ;44443635;446915606;3�39'20.78'' W  ;40�22'9.3'' N   ;Nivel      
118344;31065905;1894;AUTOVIA                 ;M-40                                            ;KM.001914EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28053;AUTOV M-40, 001914 EX                                          ;44451144;446922560;3�39'17.62'' W  ;40�22'11.59'' N ;Nivel      
118384;31031570;1894;AUTOVIA                 ;M-40                                            ;KM.003500IN;10;LATINA              ;CAMPAMENTO          ;28024;AUTOV M-40, 003500 IN                                          ;43017778;447099762;3�49'26.04'' W  ;40�23'5.17'' N  ;Nivel      
118462;31031323;31000097;AUTOVIA                 ;M-45                                            ;KM.002100IN;19;VICALVARO           ;CASCO H.VICALVARO   ;28031;AUTOV M-45, 002100 IN                                          ;45047225;447125036;3�35'5.43'' W   ;40�23'18.59'' N ;Nivel      
118480;31031703;31000097;AUTOVIA                 ;M-45                                            ;KM.002700EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002700 EX                                          ;45535401;447339826;3�31'38.91'' W  ;40�24'29.25'' N ;Nivel      
118461;31031697;31000097;AUTOVIA                 ;M-45                                            ;KM.002100EX;19;VICALVARO           ;CASCO H.VICALVARO   ;28031;AUTOV M-45, 002100 EX                                          ;45052731;447120890;3�35'3.09'' W   ;40�23'17.27'' N ;Nivel      
118460;31031322;31000097;AUTOVIA                 ;M-45                                            ;KM.002000IN;19;VICALVARO           ;CASCO H.VICALVARO   ;28031;AUTOV M-45, 002000 IN                                          ;45000942;447033029;3�35'24.81'' W  ;40�22'48.65'' N ;Nivel      
118459;31031696;31000097;AUTOVIA                 ;M-45                                            ;KM.002000EX;19;VICALVARO           ;CASCO H.VICALVARO   ;28031;AUTOV M-45, 002000 EX                                          ;45008235;447029178;3�35'21.7'' W   ;40�22'47.43'' N ;Nivel      
118458;31031321;31000097;AUTOVIA                 ;M-45                                            ;KM.001900IN;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28031;AUTOV M-45, 001900 IN                                          ;44932784;446961726;3�35'53.48'' W  ;40�22'25.38'' N ;Nivel      
118472;31031701;31000097;AUTOVIA                 ;M-45                                            ;KM.002500EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002500 EX                                          ;45338661;447367334;3�33'2.43'' W   ;40�24'37.78'' N ;Nivel      
118481;31031329;31000097;AUTOVIA                 ;M-45                                            ;KM.002700IN;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002700 IN                                          ;45533861;447348013;3�31'39.57'' W  ;40�24'31.9'' N  ;Nivel      
118471;31040528;31000097;AUTOVIA                 ;M-45                                            ;KM.002445IN;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002445 IN                                          ;45285612;447375464;3�33'24.99'' W  ;40�24'40.29'' N ;Nivel      
118470;31040529;31000097;AUTOVIA                 ;M-45                                            ;KM.002445EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002445 EX                                          ;45285630;447365141;3�33'24.96'' W  ;40�24'36.95'' N ;Nivel      
118469;31031326;31000097;AUTOVIA                 ;M-45                                            ;KM.002400IN;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002400 IN                                          ;45240199;447363682;3�33'44.22'' W  ;40�24'36.41'' N ;Nivel      
118468;31031700;31000097;AUTOVIA                 ;M-45                                            ;KM.002400EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002400 EX                                          ;45241940;447359366;3�33'43.48'' W  ;40�24'34.98'' N ;Nivel      
118474;31052176;31000097;AUTOVIA                 ;M-45                                            ;KM.002560EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002560 EX                                          ;45399314;447366189;3�32'36.72'' W  ;40�24'37.54'' N ;Nivel      
118475;31062553;31000097;AUTOVIA                 ;M-45                                            ;KM.002580EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002580 EX                                          ;45418584;447362242;3�32'28.52'' W  ;40�24'36.28'' N ;Nivel      
118473;31031327;31000097;AUTOVIA                 ;M-45                                            ;KM.002500IN;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002500 IN                                          ;45338564;447371975;3�33'2.49'' W   ;40�24'39.3'' N  ;Nivel      
118467;31031325;31000097;AUTOVIA                 ;M-45                                            ;KM.002300IN;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002300 IN                                          ;45161810;447305210;3�34'17.32'' W  ;40�24'17.27'' N ;Nivel      
118465;31031324;31000097;AUTOVIA                 ;M-45                                            ;KM.002200IN;19;VICALVARO           ;CASCO H.VICALVARO   ;28052;AUTOV M-45, 002200 IN                                          ;45108935;447197644;3�34'39.46'' W  ;40�23'42.26'' N ;Nivel      
118464;31031698;31000097;AUTOVIA                 ;M-45                                            ;KM.002200EX;19;VICALVARO           ;CASCO H.VICALVARO   ;28052;AUTOV M-45, 002200 EX                                          ;45113677;447197181;3�34'37.43'' W  ;40�23'42.14'' N ;Nivel      
118463;31055079;31000097;AUTOVIA                 ;M-45                                            ;KM.002150EX;19;VICALVARO           ;CASCO H.VICALVARO   ;28052;AUTOV M-45, 002150 EX                                          ;45089786;447151681;3�34'47.44'' W  ;40�23'27.34'' N ;Nivel      
118476;31031702;31000097;AUTOVIA                 ;M-45                                            ;KM.002600EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002600 EX                                          ;45436168;447356151;3�32'21.04'' W  ;40�24'34.34'' N ;Nivel      
118477;31031328;31000097;AUTOVIA                 ;M-45                                            ;KM.002600IN;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002600 IN                                          ;45437848;447360631;3�32'20.33'' W  ;40�24'35.8'' N  ;Nivel      
118482;31031682;31000097;AUTOVIA                 ;M-45                                            ;KM.010000EX;11;CARABANCHEL         ;BUENAVISTA          ;28054;AUTOV M-45, 010000 EX                                          ;43531025;446806002;3�45'47.32'' W  ;40�21'31.38'' N ;Nivel      
118466;31031699;31000097;AUTOVIA                 ;M-45                                            ;KM.002300EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002300 EX                                          ;45165767;447302136;3�34'15.61'' W  ;40�24'16.27'' N ;Nivel      
118478;31069626;31000097;AUTOVIA                 ;M-45                                            ;KM.002630EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002630 EX                                          ;45464360;447339201;3�32'9.03'' W   ;40�24'28.91'' N ;Nivel      
118479;31069634;31000097;AUTOVIA                 ;M-45                                            ;KM.002660EX;19;VICALVARO           ;EL CA�AVERAL        ;28052;AUTOV M-45, 002660 EX                                          ;45493391;447330526;3�31'56.7'' W   ;40�24'26.15'' N ;Nivel      
118456;31031320;31000097;AUTOVIA                 ;M-45                                            ;KM.001800IN;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28031;AUTOV M-45, 001800 IN                                          ;44864904;446893780;3�36'22.08'' W  ;40�22'3.21'' N  ;Nivel      
118451;31031692;31000097;AUTOVIA                 ;M-45                                            ;KM.001600EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001600 EX                                          ;44731829;446751229;3�37'18.09'' W  ;40�21'16.66'' N ;Nivel      
118444;31031312;31000097;AUTOVIA                 ;M-45                                            ;KM.001200IN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV M-45, 001200 IN                                          ;44380903;446570448;3�39'46.27'' W  ;40�20'17.2'' N  ;Nivel      
118432;31031307;31000097;AUTOVIA                 ;M-45                                            ;KM.000100IN;11;CARABANCHEL         ;BUENAVISTA          ;28054;AUTOV M-45, 000100 IN                                          ;43534911;446815022;3�45'45.7'' W   ;40�21'34.31'' N ;Nivel      
118442;31031311;31000097;AUTOVIA                 ;M-45                                            ;KM.001100IN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV M-45, 001100 IN                                          ;44297021;446526488;3�40'21.68'' W  ;40�20'2.76'' N  ;Nivel      
118441;31031686;31000097;AUTOVIA                 ;M-45                                            ;KM.001100EX;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV M-45, 001100 EX                                          ;44299452;446521259;3�40'20.65'' W  ;40�20'1.08'' N  ;Nivel      
118440;31031310;31000097;AUTOVIA                 ;M-45                                            ;KM.001000IN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV M-45, 001000 IN                                          ;44213657;446466092;3�40'56.79'' W  ;40�19'42.96'' N ;Nivel      
118439;31031685;31000097;AUTOVIA                 ;M-45                                            ;KM.001000EX;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV M-45, 001000 EX                                          ;44218852;446460483;3�40'54.61'' W  ;40�19'41.16'' N ;Nivel      
118452;31031318;31000097;AUTOVIA                 ;M-45                                            ;KM.001600IN;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001600 IN                                          ;44729269;446757769;3�37'19.17'' W  ;40�21'18.8'' N  ;Nivel      
118438;31031309;31000097;AUTOVIA                 ;M-45                                            ;KM.000900IN;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV M-45, 000900 IN                                          ;44121903;446438649;3�41'35.6'' W   ;40�19'33.81'' N ;Nivel      
118436;31031308;31000097;AUTOVIA                 ;M-45                                            ;KM.000800IN;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV M-45, 000800 IN                                          ;44022931;446439859;3�42'17.55'' W  ;40�19'33.98'' N ;Nivel      
118435;31031683;31000097;AUTOVIA                 ;M-45                                            ;KM.000800EX;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV M-45, 000800 EX                                          ;44022553;446433116;3�42'17.7'' W   ;40�19'31.77'' N ;Nivel      
118447;31031690;31000097;AUTOVIA                 ;M-45                                            ;KM.001400EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001400 EX                                          ;44542904;446691854;3�38'37.98'' W  ;40�20'56.96'' N ;Nivel      
118448;31031316;31000097;AUTOVIA                 ;M-45                                            ;KM.001400IN;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001400 IN                                          ;44540986;446695551;3�38'38.8'' W   ;40�20'58.15'' N ;Nivel      
118449;31031691;31000097;AUTOVIA                 ;M-45                                            ;KM.001500EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001500 EX                                          ;44634790;446734190;3�37'59.16'' W  ;40�21'10.92'' N ;Nivel      
118434;31044295;31000097;AUTOVIA                 ;M-45                                            ;KM.000750IN;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV M-45, 000750 IN                                          ;43973959;446448771;3�42'38.3'' W   ;40�19'36.74'' N ;Nivel      
118450;31031317;31000097;AUTOVIA                 ;M-45                                            ;KM.001500IN;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001500 IN                                          ;44633473;446738707;3�37'59.72'' W  ;40�21'12.38'' N ;Nivel      
118437;31031684;31000097;AUTOVIA                 ;M-45                                            ;KM.000900EX;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV M-45, 000900 EX                                          ;44122255;446433215;3�41'35.45'' W  ;40�19'32.06'' N ;Nivel      
118453;31031693;31000097;AUTOVIA                 ;M-45                                            ;KM.001700EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001700 EX                                          ;44810709;446809339;3�36'44.81'' W  ;40�21'35.68'' N ;Nivel      
118443;31031688;31000097;AUTOVIA                 ;M-45                                            ;KM.001200EX;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV M-45, 001200 EX                                          ;44383439;446567253;3�39'45.2'' W   ;40�20'16.17'' N ;Nivel      
118433;31056024;31000097;AUTOVIA                 ;M-45                                            ;KM.000750EX;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV M-45, 000750 EX                                          ;43972155;446438759;3�42'39.07'' W  ;40�19'33.49'' N ;Nivel      
118446;31031313;31000097;AUTOVIA                 ;M-45                                            ;KM.001300IN;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001300 IN                                          ;44457372;446641022;3�39'14.07'' W  ;40�20'40.28'' N ;Nivel      
118455;31031694;31000097;AUTOVIA                 ;M-45                                            ;KM.001800EX;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28031;AUTOV M-45, 001800 EX                                          ;44871825;446888430;3�36'19.14'' W  ;40�22'1.47'' N  ;Nivel      
118445;31031689;31000097;AUTOVIA                 ;M-45                                            ;KM.001300EX;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001300 EX                                          ;44460767;446637601;3�39'12.61'' W  ;40�20'39.19'' N ;Nivel      
118457;31031695;31000097;AUTOVIA                 ;M-45                                            ;KM.001900EX;18;VILLA DE VALLECAS   ;ENSANCHE DE VALLECAS;28031;AUTOV M-45, 001900 EX                                          ;44940127;446956918;3�35'50.37'' W  ;40�22'23.84'' N ;Nivel      
118454;31031319;31000097;AUTOVIA                 ;M-45                                            ;KM.001700IN;18;VILLA DE VALLECAS   ;CASCO H.VALLECAS    ;28051;AUTOV M-45, 001700 IN                                          ;44805294;446813676;3�36'47.11'' W  ;40�21'37.1'' N  ;Nivel      
118168;31036073;31001093;AUTOVIA                 ;M-12                                            ;KM.000600SA;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-12, 000600 SA                                          ;44909746;448375151;3�36'7.32'' W   ;40�30'3.71'' N  ;Nivel      
118166;31060108;31001093;AUTOVIA                 ;M-12                                            ;KM.000530SA;21;BARAJAS             ;AEROPUERTO          ;28055;AUTOV M-12, 000530 SA                                          ;44915601;448310641;3�36'4.67'' W   ;40�29'42.8'' N  ;Nivel      
118165;31036071;31001093;AUTOVIA                 ;M-12                                            ;KM.000500SA;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-12, 000500 SA                                          ;44910141;448281910;3�36'6.88'' W   ;40�29'33.48'' N ;Nivel      
118164;31036072;31001093;AUTOVIA                 ;M-12                                            ;KM.000500EN;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-12, 000500 EN                                          ;44909304;448281987;3�36'7.26'' W   ;40�29'33.51'' N ;Nivel      
118163;31036069;31001093;AUTOVIA                 ;M-12                                            ;KM.000400SA;21;BARAJAS             ;TIMON               ;28055;AUTOV M-12, 000400 SA                                          ;44909240;448182005;3�36'6.97'' W   ;40�29'1.08'' N  ;Nivel      
118161;31040045;31001093;AUTOVIA                 ;M-12                                            ;KM.000360SA;21;BARAJAS             ;TIMON               ;28055;AUTOV M-12, 000360 SA                                          ;44907718;448142077;3�36'7.54'' W   ;40�28'48.14'' N ;Nivel      
118160;31036066;31001093;AUTOVIA                 ;M-12                                            ;KM.000300SA;21;BARAJAS             ;TIMON               ;28055;AUTOV M-12, 000300 SA                                          ;44911767;448079387;3�36'5.61'' W   ;40�28'27.81'' N ;Nivel      
118159;31036067;31001093;AUTOVIA                 ;M-12                                            ;KM.000300EN;21;BARAJAS             ;TIMON               ;28055;AUTOV M-12, 000300 EN                                          ;44905863;448079576;3�36'8.12'' W   ;40�28'27.87'' N ;Nivel      
118167;31036074;31001093;AUTOVIA                 ;M-12                                            ;KM.000600EN;16;HORTALEZA           ;VALDEFUENTES        ;28055;AUTOV M-12, 000600 EN                                          ;44909044;448375233;3�36'7.62'' W   ;40�30'3.74'' N  ;Nivel      
118162;31036070;31001093;AUTOVIA                 ;M-12                                            ;KM.000400EN;21;BARAJAS             ;TIMON               ;28055;AUTOV M-12, 000400 EN                                          ;44906620;448182147;3�36'8.12'' W   ;40�29'1.11'' N  ;Nivel      
118488;31069502;31001332;AUTOVIA                 ;M-503                                           ;KM.000030SA;9;MONCLOA-ARAVACA     ;ARAVACA             ;28023;AUTOV M-503, 000030 SA                                         ;43545994;447817309;3�45'44.66'' W  ;40�26'59.39'' N ;Nivel      
118487;31069501;31001332;AUTOVIA                 ;M-503                                           ;KM.000010SA;9;MONCLOA-ARAVACA     ;CIUDAD UNIVERSITARIA;28040;AUTOV M-503, 000010 SA                                         ;43562202;447816556;3�45'37.78'' W  ;40�26'59.21'' N ;Nivel      
87;31031042;31001334;AUTOVIA                 ;A-4                                             ;KM.000900EN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 000900 EN                                           ;44295579;446601626;3�40'22.52'' W  ;40�20'27.11'' N ;Nivel      
88;31031041;31001334;AUTOVIA                 ;A-4                                             ;KM.000900SA;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 000900 SA                                           ;44292264;446602506;3�40'23.92'' W  ;40�20'27.39'' N ;Nivel      
89;31031044;31001334;AUTOVIA                 ;A-4                                             ;KM.001000EN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 001000 EN                                           ;44246855;446521070;3�40'42.9'' W   ;40�20'0.88'' N  ;Nivel      
90;31031043;31001334;AUTOVIA                 ;A-4                                             ;KM.001000SA;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 001000 SA                                           ;44244582;446523475;3�40'43.88'' W  ;40�20'1.65'' N  ;Nivel      
91;31031047;31001334;AUTOVIA                 ;A-4                                             ;KM.001100EN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 001100 EN                                           ;44164447;446463703;3�41'17.67'' W  ;40�19'42.06'' N ;Nivel      
92;31031046;31001334;AUTOVIA                 ;A-4                                             ;KM.001100SA;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 001100 SA                                           ;44161961;446465838;3�41'18.69'' W  ;40�19'42.73'' N ;Nivel      
93;31056930;31001334;AUTOVIA                 ;A-4                                             ;KM.001172SA;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-4, 001172 SA                                           ;44127096;446403771;3�41'33.28'' W  ;40�19'22.54'' N ;Nivel      
80;31031031;31001334;AUTOVIA                 ;A-4                                             ;KM.000500SA;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV A-4, 000500 SA                                           ;44218061;446977005;3�40'56.59'' W  ;40�22'28.66'' N ;Nivel      
82;31031033;31001334;AUTOVIA                 ;A-4                                             ;KM.000600SA;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV A-4, 000600 SA                                           ;44248970;446888404;3�40'43.2'' W   ;40�22'0.01'' N  ;Nivel      
83;31031036;31001334;AUTOVIA                 ;A-4                                             ;KM.000700EN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 000700 EN                                           ;44244124;446783592;3�40'44.94'' W  ;40�21'26.01'' N ;Nivel      
84;31031035;31001334;AUTOVIA                 ;A-4                                             ;KM.000700SA;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 000700 SA                                           ;44235801;446784032;3�40'48.46'' W  ;40�21'26.11'' N ;Nivel      
95;31036054;31001334;AUTOVIA                 ;A-4                                             ;KM.001200SA;17;VILLAVERDE          ;VILLAVERDE ALTO C.H.;28021;AUTOV A-4, 001200 SA                                           ;44128400;446378682;3�41'32.64'' W  ;40�19'14.4'' N  ;Nivel      
94;31036055;31001334;AUTOVIA                 ;A-4                                             ;KM.001200EN;17;VILLAVERDE          ;BUTARQUE            ;28021;AUTOV A-4, 001200 EN                                           ;44132565;446378935;3�41'30.87'' W  ;40�19'14.48'' N ;Nivel      
77;31031029;31001334;AUTOVIA                 ;A-4                                             ;KM.000400EN;13;PUENTE DE VALLECAS  ;ENTREVIAS           ;28053;AUTOV A-4, 000400 EN                                           ;44167422;447063954;3�41'18.38'' W  ;40�22'56.75'' N ;Nivel      
